_id,PID,CM_ID,GIS_ID,ST_NUM,ST_NAME,UNIT_NUM,CITY,ZIP_CODE,BLDG_SEQ,NUM_BLDGS,LUC,LU,LU_DESC,BLDG_TYPE,OWN_OCC,OWNER,MAIL_ADDRESSEE,MAIL_STREET_ADDRESS,MAIL_CITY,MAIL_STATE,MAIL_ZIP_CODE,RES_FLOOR,CD_FLOOR,RES_UNITS,COM_UNITS,RC_UNITS,LAND_SF,GROSS_AREA,LIVING_AREA,LAND_VALUE,BLDG_VALUE,SFYI_VALUE,TOTAL_VALUE,GROSS_TAX,YR_BUILT,YR_REMODEL,STRUCTURE_CLASS,ROOF_STRUCTURE,ROOF_COVER,INT_WALL,EXT_FNISHED,INT_COND,EXT_COND,OVERALL_COND,BED_RMS,FULL_BTH,HLF_BTH,KITCHENS,TT_RMS,BDRM_COND,BTHRM_STYLE1,BTHRM_STYLE2,BTHRM_STYLE3,KITCHEN_TYPE,KITCHEN_STYLE1,KITCHEN_STYLE2,KITCHEN_STYLE3,HEAT_TYPE,HEAT_SYSTEM,AC_TYPE,FIREPLACES,ORIENTATION,NUM_PARKING,PROP_VIEW,CORNER_UNIT,Lat,Long
64160,0602671296,0602671130,0602671130,150,SEAPORT BLVD,18B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,16,,,,"1,498",1498,1498,0,"3,132,200",0,"3,132,200","$34,140.98 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64161,0602671298,0602671130,0602671130,150,SEAPORT BLVD,18C,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,16,,,,"1,338",1338,1338,0,"2,892,300",0,"2,892,300","$31,526.07 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,5,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,E - Excellent,Y - Yes,42.3507536,-71.042766
64162,0602671300,0602671130,0602671130,150,SEAPORT BLVD,18D,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,16,,,,"1,752",1752,1752,0,"4,566,200",0,"4,566,200","$49,771.58 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,N - No,42.3507536,-71.042766
64163,0602671302,0602671130,0602671130,150,SEAPORT BLVD,18E,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,16,,,,"2,472",2472,2472,0,"7,933,200",0,"7,933,200","$86,471.88 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,3,3,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64164,0602671304,0602671130,0602671130,150,SEAPORT BLVD,18F,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,16,,,,"1,803",1803,1803,0,"3,576,400",0,"3,576,400","$38,982.76 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,5,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64166,0602671308,0602671130,0602671130,150,SEAPORT BLVD,19A,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,"1,128",1128,1128,0,"2,174,700",0,"2,174,700","$23,704.23 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,1,1,5,A - Average,L - Luxury,L - Luxury,,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,N - No,42.3507536,-71.042766
64167,0602671310,0602671130,0602671130,150,SEAPORT BLVD,19B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,"1,498",1498,1498,0,"3,133,200",0,"3,133,200","$34,151.88 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64168,0602671312,0602671130,0602671130,150,SEAPORT BLVD,19C,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,"2,585",2585,2585,0,"6,932,800",0,"6,932,800","$75,567.52 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,3,1,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64169,0602671314,0602671130,0602671130,150,SEAPORT BLVD,19E,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,"2,940",2940,2940,0,"9,995,900",0,"9,995,900","$108,955.31 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,4,5,1,1,8,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64170,0602671316,0602671130,0602671130,150,SEAPORT BLVD,19F,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,"1,887",1887,1887,0,"3,753,100",0,"3,753,100","$40,908.79 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,5,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64171,0602671318,0602671130,0602671130,150,SEAPORT BLVD,19G,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,17,,,,968,968,968,0,"1,991,200",0,"1,991,200","$21,704.08 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,1,1,4,A - Average,L - Luxury,L - Luxury,,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,N - No,42.3507536,-71.042766
64172,0602671320,0602671130,0602671130,150,SEAPORT BLVD,20A,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,18,,,,"1,128",1128,1128,0,"2,175,700",0,"2,175,700","$23,715.13 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,1,1,5,A - Average,L - Luxury,L - Luxury,,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,N - No,42.3507536,-71.042766
64173,0602671322,0602671130,0602671130,150,SEAPORT BLVD,20B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,18,,,,"1,498",1498,1498,0,"3,134,300",0,"3,134,300","$34,163.87 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64174,0602671324,0602671130,0602671130,150,SEAPORT BLVD,20C,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,18,,,,"2,576",2576,2576,0,"6,899,200",0,"6,899,200","$75,201.28 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,3,3,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64175,0602671326,0602671130,0602671130,150,SEAPORT BLVD,20E,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,18,,,,"2,906",2906,2906,0,"9,840,200",0,"9,840,200","$107,258.18 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,4,5,1,1,8,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64176,0602671328,0602671130,0602671130,150,SEAPORT BLVD,20F,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,18,,,,"1,975",1975,1975,0,"3,938,200",0,"3,938,200","$42,926.38 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,5,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64179,0602671334,0602671130,0602671130,150,SEAPORT BLVD,PH1B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,19,,,,"1,498",1498,1498,0,"3,135,300",0,"3,135,300","$34,174.77 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64180,0602671336,0602671130,0602671130,150,SEAPORT BLVD,PH1C,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,19,,,,"2,575",2575,2575,0,"6,896,400",0,"6,896,400","$75,170.76 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,3,3,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64181,0602671338,0602671130,0602671130,150,SEAPORT BLVD,PH1E,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,19,,,,"2,881",2881,2881,0,"9,710,100",0,"9,710,100","$105,840.09 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,4,5,1,1,8,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,Y - Yes,42.3507536,-71.042766
64182,0602671340,0602671130,0602671130,150,SEAPORT BLVD,PH1F,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,19,,,,"2,059",2059,2059,0,"4,375,500",0,"4,375,500","$47,692.95 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,2,G - Good,Y - Yes,42.3507536,-71.042766
64184,0602671344,0602671130,0602671130,150,SEAPORT BLVD,PH2A,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,20,,,,"1,128",1128,1128,0,"2,177,700",0,"2,177,700","$23,736.93 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,1,1,5,A - Average,L - Luxury,L - Luxury,,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,N - No,42.3507536,-71.042766
64185,0602671346,0602671130,0602671130,150,SEAPORT BLVD,PH2B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,20,,,,"1,498",1498,1498,0,"3,136,400",0,"3,136,400","$34,186.76 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64186,0602671348,0602671130,0602671130,150,SEAPORT BLVD,PH2C,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,20,,,,"2,575",2575,2575,0,"7,143,300",0,"7,143,300","$77,861.97 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,3,3,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,2,S - Special,Y - Yes,42.3507536,-71.042766
64188,0602671352,0602671130,0602671130,150,SEAPORT BLVD,PH2F,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,20,,,,"2,158",2158,2158,0,"5,205,200",0,"5,205,200","$56,736.68 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,2,2,1,1,6,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,Y - Yes,42.3507536,-71.042766
64189,0602671354,0602671130,0602671130,150,SEAPORT BLVD,PH2G,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,20,,,,968,968,968,0,"1,994,400",0,"1,994,400","$21,738.96 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,1,1,1,1,4,A - Average,L - Luxury,L - Luxury,,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,G - Good,N - No,42.3507536,-71.042766
64190,0602671356,0602671130,0602671130,150,SEAPORT BLVD,GRAND PH A,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,2,21,,,,"10,005",10005,10005,0,"35,906,000",0,"35,906,000","$391,375.40 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,6,8,2,1,12,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,A - Rear Above,0,S - Special,N - No,42.3507536,-71.042766
64191,0602671358,0602671130,0602671130,150,SEAPORT BLVD,GRAND PH B,BOSTON,02210,1,1,102,CD,RESIDENTIAL CONDO,HR - High Rise,N,150 SEAPORT TRUST,,150 SEAPORT BLVD,BOSTON,MA,02210,1,21,,,,"3,493",3493,3493,0,"8,466,300",0,"8,466,300","$92,282.67 ",2022,,,F - Flat,R - Rubber Roof,E - Elaborate,G - Glass,E - Excellent,E - Excellent,G - Good,4,5,1,1,7,A - Average,L - Luxury,L - Luxury,L - Luxury,O - One Person,L - Luxury,,,F - Forced Hot Air,Y - Self Contained,C - Central AC,0,F - Front/Street,0,E - Excellent,N - No,42.3507536,-71.042766
152562,2002990020,,2002990020,,WASHINGTON ST,,WEST ROXBURY,02132,1,1,130,RL - RL,RESIDENTIAL LAND,,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"155,814",,,"176,600",0,0,"176,600","$1,924.94 ",,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152563,2002990030,,2002990030,,Stearns RD,,WEST ROXBURY,02132,1,1,130,RL - RL,RESIDENTIAL LAND,,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"37,824",,,"117,900",0,0,"117,900","$1,285.11 ",,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152605,2003031010,,2003031010,,KERSHAW RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"1,702",,,"16,100",0,0,"16,100",$175.49 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152639,2003066000,,2003066000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"6,767",,,"61,300",0,0,"61,300",$668.17 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152640,2003067000,,2003067000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,155",,,"37,700",0,0,"37,700",$410.93 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152643,2003070000,,2003070000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"3,900",,,"35,800",0,0,"35,800",$390.22 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152645,2003079010,,2003079010,,AMORET RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"1,212",,,"11,400",0,0,"11,400",$124.26 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152646,2003080000,,2003080000,,AMORET RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,678",,,"44,200",0,0,"44,200",$481.78 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152651,2003085000,,2003085000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,674",,,"42,900",0,0,"42,900",$467.61 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152652,2003086000,,2003086000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,842",,,"44,000",0,0,"44,000",$479.60 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152653,2003087000,,2003087000,,ALTAIR RD,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,008",,,"45,500",0,0,"45,500",$495.95 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152658,2003093000,,2003093000,,Grove ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,341",,,"39,300",0,0,"39,300",$428.37 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152659,2003094000,,2003094000,,GROVE ST,,WEST ROXBURY,02132,1,1,130,RL - RL,RESIDENTIAL LAND,99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"10,111",,,"193,600",0,0,"193,600","$2,110.24 ",,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152660,2003095000,,2003095000,,Grove ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"9,927",,,"90,100",0,0,"90,100",$982.09 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152661,2003096000,,2003096000,,Grove ST,,WEST ROXBURY,02132,1,1,130,RL - RL,RESIDENTIAL LAND,99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"6,530",,,"160,500",0,0,"160,500","$1,749.45 ",,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152662,2003097000,,2003097000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,850",,,"53,100",0,0,"53,100",$578.79 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152663,2003098000,,2003098000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,650",,,"51,600",0,0,"51,600",$562.44 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152664,2003099000,,2003099000,,Grove ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,538",,,"48,400",0,0,"48,400",$527.56 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152665,2003100000,,2003100000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,087",,,"44,500",0,0,"44,500",$485.05 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152666,2003101000,,2003101000,,Grove ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,076",,,"44,400",0,0,"44,400",$483.96 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152667,2003102000,,2003102000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,100",,,"44,600",0,0,"44,600",$486.14 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152668,2003103000,,2003103000,,Grove ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"4,478",,,"39,100",0,0,"39,100",$426.19 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152669,2003104000,,2003104000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,000",,,"43,800",0,0,"43,800",$477.42 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
152670,2003105000,,2003105000,,GROVE ST,,WEST ROXBURY,02132,1,1,132,RL - RL,RES LAND (Unusable),99 - Vacant,N,S M LORUSSO & SONS INC,,331 WEST ST,WALPOLE,MA,02081,,,,,,"5,000",,,"43,900",0,0,"43,900",$478.51 ,,,,,,,,,,A - Average,,0,0,0,,,,,,,,,,,,,,,,,,42.1440397,-71.2672129
